"","id","country","cancer_site_icd10code","cancer_site","sex","sex_qf","year","incidences_age_under5","incidences_age5to9","incidences_age10to14","incidences_age15to19","incidences_age20to24","incidences_age25to29","incidences_age30to34","incidences_age35to39","incidences_age40to44","incidences_age45to49","incidences_age50to54","incidences_age55to59","incidences_age60to64","incidences_age65to69","incidences_age70to74","incidences_age75to79","incidences_age80to84","incidences_age85to89","incidences_age90and_over","incidences_all_ages","incidence_rate_age_under5","incidence_rate_age5to9","incidence_rate_age10to14","incidence_rate_age15to19","incidence_rate_age20to24","incidence_rate_age25to29","incidence_rate_age30to34","incidence_rate_age35to39","incidence_rate_age40to44","incidence_rate_age45to49","incidence_rate_age50to54","incidence_rate_age55to59","incidence_rate_age60to64","incidence_rate_age65to69","incidence_rate_age70to74","incidence_rate_age75to79","incidence_rate_age80to84","incidence_rate_age85to89","incidence_rate_age90and_over","crude_rate","crude_rate_lower95pc_confidence_interval","crude_rate_upper95pc_confidence_interval","easr","easr_lower95pc_confidence_interval","easr_lower95pc_confidence_interval_qf","easr_upper95pc_confidence_interval","easr_upper95pc_confidence_interval_qf","wasr","wasr_lower95pc_confidence_interval","wasr_lower95pc_confidence_interval_qf","wasr_upper95pc_confidence_interval","wasr_upper95pc_confidence_interval_qf","standardised_incidence_ratio","standardised_incidence_ratio_qf"
"1033",1018,"S92000003","C19-C20","Rectum and rectosigmoid junction","Male"," ",2012,0,0,0,0,0,1,4,4,15,21,50,63,111,134,119,103,86,40,19,770,0,0,0,0,0,0.585175172187794,2.44935949249271,2.52929236722796,8.05602698231971,10.5242584156481,26.5609893437311,37.9040846163565,70.3480007858696,97.5609756097561,117.092562162375,131.365821929164,168.912283458381,161.121404978651,193.010971149939,29.8763429804174,27.8030980821318,32.0632513658863,35.2607566386441,"32.7448283576463"," ","37.8684818625911"," ",15.3962630037392,"14.2771613082467"," ","16.5569897803863"," ","100"," "
"1034",1019,"S92000003","C19-C20","Rectum and rectosigmoid junction","Male"," ",2013,0,0,0,0,0,1,2,5,9,28,44,67,90,114,106,87,89,37,16,695,0,0,0,0,0,0.574841487459833,1.19753308185139,3.24165921085048,4.96294335627316,14.1380581377148,22.933269398158,39.5595311900334,58.0618939789816,79.3871866295265,102.522438873414,108.438240059828,170.315370483772,145.251835276567,155.098875533152,26.8684182040299,24.9077324670799,28.9424258094725,31.1543257701309,"28.8239731550121"," ","33.5739751459901"," ",13.6183940287949,"12.5720506429165"," ","14.7059663847596"," ","100"," "
"1035",1020,"S92000003","C19-C20","Rectum and rectosigmoid junction","Male"," ",2014,0,0,0,0,0,1,3,8,8,23,49,67,81,133,127,97,74,32,22,725,0,0,0,0,0,0.565172914653238,1.78689491271018,5.16886020171477,4.56412596987677,11.7432017073594,25.203298031571,38.7182524776792,52.5588366977478,90.0852084151777,119.600327723733,118.347526902711,138.00305844616,120.395801196433,200.236643305725,27.9218803557055,25.9261321200673,30.0304909703086,32.0148230081435,"29.6689415620343"," ","34.4486923379741"," ",14.0390356638091,"12.9823949300911"," ","15.1364273956723"," ","100"," "
"1036",1021,"S92000003","C19-C20","Rectum and rectosigmoid junction","Male"," ",2015,0,0,0,0,0,1,2,1,5,27,32,46,90,97,94,97,81,38,14,625,0,0,0,0,0,0.553118760128987,1.17647058823529,0.635061759756136,2.93841090738129,14.0944326990839,16.2253703947835,25.9782798990236,58.3479743528237,64.0318971264861,87.0999425511017,117.287160078836,147.21919302072,140.08700140087,122.55974787709,23.9420579213927,22.1015771715192,25.8949045761925,27.2472738696865,"25.1113385280249"," ","29.4691474242989"," ",11.6056203423157,"10.65921988488"," ","12.5916983106251"," ","100"," "
"1037",1022,"S92000003","C19-C20","Rectum and rectosigmoid junction","Male"," ",2016,0,0,0,0,0,0,1,3,10,19,48,89,82,131,112,104,82,48,12,741,0,0,0,0,0,0,0.580366211079191,1.86025745963241,6.06321508042855,10.0305138790637,24.3125376717706,49.2428224436612,52.4276562280219,85.3603706334261,100.117101252358,126.037690116948,145.904877137417,169.689256548945,99.8585337438629,28.2016804547892,26.2074136205316,30.3074643745177,31.2765524888446,"29.029184349044"," ","33.6065181682823"," ",13.6919046124259,"12.6697927197791"," ","14.7531018479863"," ","100"," "
"1038",1023,"S92000003","C19-C20","Rectum and rectosigmoid junction","Male"," ",2017,0,0,0,0,0,2,2,12,7,26,47,76,93,116,137,102,90,49,13,772,0,0,0,0,0,1.05055259066269,1.1461974898275,7.21908726673324,4.38945777655152,14.0191955138574,23.8121776489781,41.1685364043617,58.1475321687154,78.7118400249707,111.971100013894,121.993517599359,157.800610162359,166.315932387482,104.94026477236,29.2391016172405,27.2126603935351,31.3764920664084,32.0597408567507,"29.8070154899836"," ","34.3933631318997"," ",14.2041882840163,"13.1547873260161"," ","15.2932874678414"," ","100"," "
"1039",1024,"S92000003","C19-C20","Rectum and rectosigmoid junction","Male"," ",2018,0,0,0,0,1,2,2,6,10,23,44,77,105,137,123,96,94,42,12,774,0,0,0,0,0.564057150270465,1.04969244011505,1.12396805682782,3.51392980339563,6.42776795757673,12.7380774364342,22.463993791769,40.9461212856019,64.3212878959588,94.473637028149,95.8279770947762,112.886725226655,161.168644125917,137.741046831956,95.0871632329635,29.2213197843059,27.1986823066433,31.3545507940123,31.399843223991,"29.1991962938851"," ","33.6793048684786"," ",14.2029754918637,"13.1530318264606"," ","15.2926627925844"," ","100"," "
"1040",2606,"S92000003","C45","Mesothelioma","Male"," ",2000,0,0,0,0,0,0,0,0,1,9,6,11,16,15,36,29,21,9,0,153,0,0,0,0,0,0,0,0,0.550433466354754,5.45821734621473,3.49693144265907,7.98420578927503,12.7662969759834,13.7101491664229,40.1534755063799,44.0521942549863,61.2352014929725,53.9051269765213,0,6.29130985071092,5.33392772854641,7.37092263923256,8.81361864437172,"7.44448776679415"," ","10.2966141615406"," ",3.52522091751586,"2.96655103598151"," ","4.13137556279312"," ","100"," "
"1041",1025,"S92000003","C19-C20","Rectum and rectosigmoid junction","Male"," ",2019,0,0,0,0,0,2,2,6,8,23,57,59,114,113,111,93,83,38,13,722,0,0,0,0,0,1.04632608752518,1.09508035152079,3.47576235054222,5.10236622233561,13.1569915108803,29.3905331545839,30.9264840781025,68.3240236856615,78.2223452858923,83.8755015528302,105.818901759097,138.684667825157,120.7038942888,96.9353515770636,27.1122488408763,25.1704226855468,29.1641229470802,28.7982071654617,"26.7120133209075"," ","30.9617251673475"," ",13.2368751132943,"12.221170813603"," ","14.2925469117368"," ","100"," "
"1042",1026,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",1995,0,0,0,0,0,0,2,4,8,6,15,22,50,60,73,67,63,35,27,432,0,0,0,0,0,0,0.959858708798065,2.09918656520598,4.72151891263419,3.40377251453695,10.1531776061515,15.4222543129736,36.3871887985678,45.6662708923189,60.2489188207718,74.4328659986224,88.5515496521189,84.6965443809893,141.01425810832,16.2998139481885,14.7988040171512,17.9117955181337,18.0702895343883,"16.397046650142"," ","19.8236570700383"," ",7.52579214191265,"6.74777468577829"," ","8.34564705408644"," ","100"," "
"1043",1027,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",1996,0,0,0,0,0,1,2,2,5,8,26,31,55,79,88,57,72,49,28,503,0,0,0,0,0,0.504673274522074,0.961016370913878,1.02567784484571,2.91285325627866,4.47660136424427,17.2853951707265,21.9349451980159,40.2267324922289,60.4197258932942,73.8242646935454,61.1102772476789,102.514451690065,117.59059275258,141.90867163347,19.0157910455661,17.390083549258,20.7525581836321,20.9356749311028,"19.1372765739297"," ","22.8136793205867"," ",8.99345737835695,"8.1327452415391"," ","9.89684037973239"," ","100"," "
"1044",1028,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",1997,0,0,0,0,0,1,1,3,7,11,21,32,40,63,82,79,78,41,27,486,0,0,0,0,0,0.518510836876491,0.480607487864661,1.51237119638644,3.98073325106485,6.41949659474885,13.0501249083384,22.6710780806099,29.396418046461,48.1029862028419,69.7421242430428,81.2999763303866,114.562679004186,97.3363088172451,133.862171541894,18.4019949882962,16.8021045202292,20.1131479983987,20.094648940795,"18.3409981500872"," ","21.9272190558424"," ",8.28984117576091,"7.47640304357118"," ","9.14468029517868"," ","100"," "
"1045",1029,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",1998,0,0,0,0,1,1,1,3,8,17,22,36,50,60,84,68,67,40,25,483,0,0,0,0,0.640770975637888,0.539825636319469,0.483729749863346,1.48606075016347,4.43223118517862,10.0957312872651,13.2099603100738,25.2215644375941,36.5248770937886,45.9238735256523,71.8304800670418,67.6616915422886,102.559392603478,94.0623162845385,119.69740496026,18.3087769547462,16.7121679502139,20.0167776091514,19.9745497097293,"18.2276730430298"," ","21.8002157953783"," ",8.73093764149004,"7.87609103982094"," ","9.62919256275658"," ","100"," "
"1046",1030,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",1999,0,0,0,0,0,0,2,2,8,15,17,32,47,62,71,79,60,56,26,477,0,0,0,0,0,0,0.981123189827715,0.975676387655742,4.32350636366093,8.94059866248644,9.97447707337108,22.1465548265648,34.137129575828,47.7779404625213,60.9070866682108,76.3572747218759,95.549008679035,131.572764437761,120.532196003894,18.0996161894806,16.5115786618361,19.7991684297248,19.5415956310229,"17.8221717987273"," ","21.3390652641177"," ",8.19541970587573,"7.38471318561446"," ","9.04774130648546"," ","100"," "
"1047",1031,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",2000,0,0,0,0,0,0,1,2,5,21,17,34,37,77,79,78,60,53,18,482,0,0,0,0,0,0,0.501027105566411,0.962783599944159,2.63672750475929,12.4653492968949,9.75419430355053,23.4125918427776,26.8298696213363,59.5836879981428,67.5687233787783,77.7310505650449,90.71529006214,124.211957158593,80.5297065139585,18.3199329232,16.7207325684099,20.0308257784364,19.6726509437935,"17.9509972208954"," ","21.4720121554014"," ",8.40711094109109,"7.58487728735215"," ","9.27104850208648"," ","100"," "
"1048",1032,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",2001,0,0,0,0,1,0,1,6,6,18,27,44,39,58,78,71,63,38,27,477,0,0,0,0,0.634171708331748,0,0.507472533049149,2.87711827833242,3.08753151855092,10.5273623693584,15.2589787787165,29.6978246343455,28.4819139846198,44.888513958006,66.7020130325472,71.4127657862445,91.0983862571577,88.9346564313799,117.299504735424,18.133662197625,16.5426375161075,19.8364113547987,19.3778329246262,"17.6727972375207"," ","21.1602623014935"," ",8.5054832219088,"7.66913472869437"," ","9.38449281973763"," ","100"," "
"1049",1033,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",2002,0,0,1,0,0,0,1,5,9,11,22,41,47,70,60,72,68,44,23,474,0,0,0.633970685195517,0,0,0,0.51907604464054,2.39553089755752,4.5503036063684,6.26962821104708,12.9385126591584,25.8196153507059,34.2978071295654,54.3503579359287,50.8992195453003,73.3929991233614,93.8138071850339,106.164796718543,99.2834326167659,18.0203127702809,16.4343529483997,19.7180067158475,19.0361321175936,"17.355395325425"," ","20.7934346869543"," ",8.30273393959292,"7.48195305206323"," ","9.16561784651307"," ","100"," "
"1050",1034,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",2003,0,0,0,0,0,0,2,2,4,16,33,39,46,69,59,84,61,34,17,466,0,0,0,0,0,0,1.07531506731472,0.964087731983611,1.98390064625564,8.89333555666722,19.7016101588666,23.7198863878262,33.1388228513796,53.1828797373228,50.0021187338447,86.0655737704918,81.3279114725685,86.1348263369898,73.3011383235599,17.7158559191488,16.1436748975726,19.3997834914411,18.7340416904004,"17.0664905205054"," ","20.4782067666213"," ",8.30417699561864,"7.48376568234769"," ","9.16664473023857"," ","100"," "
"1051",1187,"S92000003","C52","Vagina","Female"," ",2006,0,0,0,0,0,0,0,2,2,1,2,2,2,1,6,4,4,4,2,32,0,0,0,0,0,0,0,0.999395365803689,0.952376417255156,0.515931979527819,1.17048733240085,1.13805779057461,1.38162575903065,0.768562710874394,5.10238791754541,4.05552006975495,5.36466296504922,9.14620203960306,8.49112677252271,1.20394170514264,0.823495235072798,1.69960646454318,1.22737669878938,".8378734634656"," ","1.69005780668124"," ",0.544441562273691,".352352087728599"," ",".777656346371866"," ","100"," "
"1052",1035,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",2004,0,0,0,0,0,0,2,6,10,23,15,39,50,58,61,90,60,28,25,467,0,0,0,0,0,0,1.11874968535165,2.92171270798942,4.87172741710756,12.4447426373115,8.97037980588098,23.105223557849,35.4793616553251,44.3852640923213,51.8592828116233,92.1640109777578,77.6578395589035,73.4041158736401,106.860440265014,17.7048387286333,16.1352794152223,19.3858341442612,18.5797455744043,"16.9265832563202"," ","20.308829223061"," ",8.18260546690495,"7.37338919608544"," ","9.03334837098221"," ","100"," "
"1053",1036,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",2005,0,0,0,0,0,1,1,1,8,22,22,31,52,60,72,64,56,44,34,468,0,0,0,0,0,0.655247880273107,0.578546344454923,0.495047054222504,3.82608529300639,11.6134208914884,13.0716624183764,17.9263285722547,36.6354560762017,45.7875457875458,61.2719025776749,65.0181847735539,74.4166268006166,107.340635749311,144.147199728664,17.6675377115102,16.1029205416007,19.3431167929099,18.5653289446538,"16.9157202495341"," ","20.2905866856683"," ",8.10451055910227,"7.30113439278496"," ","8.94921569256348"," ","100"," "
"1054",1037,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",2006,0,0,0,0,0,1,1,5,8,16,23,48,45,69,57,75,73,43,20,484,0,0,0,0,0,0.636699350566662,0.603740777859618,2.49848841450922,3.80950566902062,8.25491167244511,13.4606043226097,27.3133869737905,31.0865795781897,53.0308270503332,48.4726852166814,76.0410013079052,97.9050991121483,98.3216719257328,84.9112677252271,18.2096182902824,16.6232602171514,19.9065341143562,18.8331907799441,"17.1859368226753"," ","20.5547500493895"," ",8.2484146062687,"7.44472298654631"," ","9.09270908359053"," ","100"," "
"1055",1038,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",2007,0,0,0,0,0,2,1,7,5,20,28,40,52,60,61,85,73,41,16,491,0,0,0,0,0,1.2139826521879,0.627975031712739,3.55387677186142,2.37315487208695,10.1085659988274,15.9633299506277,23.6602389684136,33.4372890074912,46.0200340548252,51.8275586670971,85.0459247993917,98.7687728318225,89.2740495579846,70.0372072663603,18.3658438693803,16.777062622076,20.0645299143962,18.930754076302,"17.2866698086283"," ","20.6484522643469"," ",8.35487476477002,"7.54640715570707"," ","9.20389106752633"," ","100"," "
"1056",1039,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",2008,0,0,0,0,0,1,4,9,12,20,32,42,54,69,78,58,55,45,20,499,0,0,0,0,0,0.588204153897735,2.56157383096174,4.7064237454766,5.71651787840966,9.89227314544609,17.8057724088428,25.2234073219948,33.5014610359396,52.1948304424457,65.6261831643599,57.7390196312667,74.4269127716582,94.7348476874171,89.9401897738004,18.5667371880211,16.9732137563885,20.2695732622411,19.1625558389486,"17.5105345671137"," ","20.8879795479383"," ",8.952870337813,"8.10631472342493"," ","9.84086641690238"," ","100"," "
"1057",1188,"S92000003","C52","Vagina","Female"," ",2007,1,0,0,0,0,0,0,0,0,0,3,0,0,5,1,4,2,0,0,16,0.748587041958304,0,0,0,0,0,0,0,0,0,1.7103567804244,0,0,3.8350028379021,0.849632109296675,4.0021611670302,2.70599377621431,0,0,0.598479637291416,0.342082823359166,0.97189343612075,0.638297379363638," ","z"," ","z",0.360942591930586," ","z"," ","z","100"," "
"1058",1040,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",2009,0,0,0,0,1,2,0,5,11,21,37,36,58,63,73,55,76,56,15,509,0,0,0,0,0.5699142279087,1.16011972435555,0,2.71439661677606,5.29617664193513,10.2059661161925,20.073349102667,21.7096336499322,35.0781698872055,46.9952855523065,60.9079455666525,54.7067717036683,102.15740305128,114.725887076948,68.082788671024,18.8523336337114,17.2499162059235,20.5635487109641,19.0739707320464,"17.4442437440938"," ","20.7754348104204"," ",8.69354789616088,"7.87058030507243"," ","9.55684931027189"," ","100"," "
"1059",1041,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",2010,0,0,0,0,3,0,2,1,13,12,20,42,55,48,74,74,56,43,22,465,0,0,0,0,1.68706136404535,0,1.25121993944095,0.560824187225547,6.36219485934655,5.73079586427565,10.6166128758281,25.1712544274439,32.5362927556465,35.527659763445,61.5343677759484,73.178208716118,74.1908559770008,90.2053745620844,90.3305276123999,17.1334960954052,15.6114001917369,18.7638993787093,17.4688173445082,"15.9104035559537"," ","19.0989988439724"," ",7.65889152278801,"6.90172971350183"," ","8.4548944996746"," ","100"," "
"1060",1042,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",2011,0,0,0,0,1,0,3,2,11,23,32,38,61,71,73,64,66,45,20,510,0,0,0,0,0.545003678774832,0,1.82768578425997,1.16528386314906,5.424303839914,10.9232004027337,16.6130204547814,22.4634082901799,35.4991707160939,51.4500210147973,60.9842694000986,62.8955540705216,86.5982627863647,94.700955427417,76.5784737910173,18.6840562719812,17.0974652802019,20.378260812417,18.8764206053914,"17.266868055146"," ","20.5566708623083"," ",8.61968198191782,"7.81145578498263"," ","9.46712444493562"," ","100"," "
"1061",1043,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",2012,0,0,0,0,1,3,3,7,12,21,31,43,50,66,67,68,42,45,21,480,0,0,0,0,0.535931529387805,1.70026580822135,1.76856551650956,4.27240878407246,6.02182913059842,9.96550038675633,15.77921317717,24.8429980298925,30.3331796452231,44.4758920448802,55.8733759194089,66.5414122436199,54.0450117740919,94.744820616473,77.6024537156794,17.5418720832069,16.0074771199951,19.1836648540499,17.6564623419277,"16.1064953133636"," ","19.2766133392769"," ",8.32659961856772,"7.51930932134792"," ","9.17446190515568"," ","100"," "
"1062",1044,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",2013,0,0,0,0,0,1,1,6,9,19,27,50,48,70,59,55,47,37,23,452,0,0,0,0,0,0.561438180041996,0.575708553301976,3.75309630445117,4.66485601144445,9.05753920961053,13.4612987660476,28.2394934964446,29.5744969254846,45.5189814152502,48.5484826542031,53.2362819780666,60.2031536205152,77.7882897088195,84.0213341126616,16.4902116730268,15.0048405735575,18.0828451266166,16.4192554769173,"14.9354230231742"," ","17.9723527392812"," ",7.68385489588937,"6.92039323066848"," ","8.4866890236821"," ","100"," "
"1063",1045,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",2014,0,0,0,0,0,0,5,3,8,17,26,33,46,42,57,59,71,33,19,419,0,0,0,0,0,0,2.84425432184444,1.87284622683914,4.31015904486876,8.18015590414782,12.731617503036,18.171005682569,28.4482705306839,26.5925452231558,46.1732875380727,56.4852755332593,90.0775174128722,68.3937823834197,66.5149658673201,15.2304376115475,13.806843335719,16.7609661946576,14.9431823549042,"13.5413012636272"," ","16.413120922956"," ",6.60875486155622,"5.91349701489564"," ","7.34209657354212"," ","100"," "
"1064",1046,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",2015,0,0,0,0,2,3,1,4,5,13,29,37,47,53,60,70,64,43,19,450,0,0,0,0,1.08395796411015,1.63851157608428,0.562113546936481,2.45893577259762,2.78295717028915,6.36465559869378,13.9375501631655,19.9193535362236,28.8784707928062,32.8238412564719,48.2299604514324,66.7518547479641,80.6848123447763,87.9597430757272,66.9674326801072,16.2894099649922,14.8189464482116,17.8663042674803,15.9085129528702,"14.466875265491"," ","17.4176402408102"," ",7.01821777045124,"6.30278956145787"," ","7.77155193198423"," ","100"," "
"1065",1047,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",2016,0,0,0,0,2,0,6,7,12,16,33,51,61,45,82,49,47,41,17,469,0,0,0,0,1.09721909819562,0,3.34060843614984,4.20458299546506,6.94810345726048,7.88841832282366,15.7697049631562,26.8302434713074,36.9370133094353,27.429490969602,64.4907589461266,46.9659065857703,58.591071717965,82.5099112515345,58.5197934595525,16.8875308449491,15.3935484345428,18.4873484292456,16.5793356105349,"15.1068585382267"," ","18.1193066754085"," ",8.0134662316354,"7.22713054820671"," ","8.83982445995442"," ","100"," "
"1066",1048,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",2017,0,0,0,0,1,1,6,4,9,12,34,32,34,55,62,62,47,32,13,404,0,0,0,0,0.563469166967184,0.521180787191461,3.32244310316186,2.3144531815052,5.43609567528388,6.01172285957617,16.2158810708205,16.4711574591181,20.1096567754757,34.8778956580191,45.1970811433404,59.2445366026125,58.1258734340024,63.2048825771791,44.3126427378396,14.5088884898546,13.1284161203364,15.9950424976535,14.048979419778,"12.7079196433139"," ","15.4563418033798"," ",6.50060431630499,"5.80765627080968"," ","7.23204212312783"," ","100"," "
"1067",1049,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",2018,0,0,0,0,0,2,4,10,18,18,42,50,52,62,70,64,51,32,23,498,0,0,0,0,0,1.04270937604271,2.18201257930252,5.64181260155263,11.1147474173649,9.29147352446238,20.1132086314398,25.1752195279143,30.0468615475289,39.8972966364005,49.0849169062478,60.3426330130774,62.2452217638587,62.7980454108366,78.4795441362132,17.8536282121742,16.3198055116925,19.4927777183651,17.2200804420794,"15.7355296800551"," ","18.7705922676918"," ",8.42765222432591,"7.61666505274123"," ","9.27907720805135"," ","100"," "
"1068",1050,"S92000003","C19-C20","Rectum and rectosigmoid junction","Female"," ",2019,0,0,0,0,2,0,3,9,10,17,42,45,41,67,63,63,56,49,14,481,0,0,0,0,1.16692922574246,0,1.60575502601323,5.00283493979922,6.14847333407115,9.10815125960374,20.2751629254164,22.2389151362998,23.0543013140952,43.2302689309864,42.9984233911423,58.2982464257623,67.5032244843838,94.3269101199299,46.2855820411942,17.1767494662173,15.6758187700625,18.7826222833602,16.2654568671753,"14.8388005456502"," ","17.756656658405"," ",7.69136879087662,"6.93184400107349"," ","8.48981028351185"," ","100"," "
"1069",1051,"S92000003","C53","Cervix uteri","Female"," ",1995,0,0,0,0,1,21,43,50,38,35,17,25,19,27,28,15,15,7,5,346,0,0,0,0,0.558724766592729,10.42856433431,20.6369622391584,26.2398320650748,22.4272148350124,19.8553396681322,11.506934620305,17.5252889920155,13.8271317434558,20.5498219015435,23.1091743422139,16.6640744773035,21.0837022981236,16.9393088761979,26.1137515015407,13.0549435788732,11.7154444037074,14.5056200064474,13.5660456702837,"12.1620265299009"," ","15.0456529423661"," ",9.50794613135633,"8.48351155377388"," ","10.5899307757517"," ","100"," "
"1070",1052,"S92000003","C53","Cervix uteri","Female"," ",1996,0,0,0,0,4,29,34,45,37,33,32,25,25,25,40,27,15,7,4,382,0,0,0,0,2.33935913256563,14.6355249611402,16.3372783055359,23.0777515090285,21.555114096462,18.4659806275076,21.2743325178173,17.6894719338838,18.2848784055586,19.1201664219285,33.5564839516115,28.9469734331111,21.3571774354301,16.7986561075114,20.27266737621,14.4414158636307,13.0293563125812,15.9647751955995,15.1093952674468,"13.619842155051"," ","16.6751342896232"," ",10.357414220829,"9.28630737703326"," ","11.4861391866622"," ","100"," "
"1071",1053,"S92000003","C53","Cervix uteri","Female"," ",1997,0,0,0,1,4,28,43,41,43,34,29,27,16,20,23,21,18,10,1,359,0,0,0,0.641852643470112,2.47023368410652,14.5183034325417,20.6661219781804,20.6690730172814,24.4530756851126,19.8420803837692,18.0216010638959,19.1287221305146,11.7585672185844,15.2707892707435,19.5618153364632,21.6113861131408,26.4375413086583,23.7405631261574,4.95785820525533,13.5932432115192,12.2233175750513,15.0747025346834,13.9048663159752,"12.4931004266738"," ","15.3911153701144"," ",9.97719779269567,"8.91423553790197"," ","11.0991675274089"," ","100"," "
"1072",1054,"S92000003","C53","Cervix uteri","Female"," ",1998,0,0,0,0,4,29,38,51,40,30,37,23,15,27,23,27,15,5,5,369,0,0,0,0,2.56308390255155,15.6549434532646,18.3817304948072,25.2630327527789,22.1611559258931,17.8159963892914,22.2167514305787,16.113777279574,10.9574631281366,20.6657430865435,19.6678695421662,26.865671641791,22.9610580455547,11.7577895355673,23.9394809920521,13.98745071698,12.596523327763,15.4900097257296,14.2991473059026,"12.8681156545778"," ","15.8045403484997"," ",10.1440866727504,"9.07656289338793"," ","11.2701050139425"," ","100"," "
"1073",1189,"S92000003","C52","Vagina","Female"," ",2008,0,0,0,0,0,0,0,2,1,1,3,6,2,2,1,3,6,6,1,34,0,0,0,0,0,0,0,1.04587194343925,0.476376489867472,0.494613657272305,1.66929116332901,3.60334390314212,1.24079485318295,1.51289363601292,0.841361322619999,2.98650101541035,8.11929957508999,12.6313130249889,4.49700948869002,1.26506826531607,0.876096549435975,1.76780609983186,1.24885530903589,".86318773615943"," ","1.70462705878652"," ",0.581105223354188,".380011845319956"," ",".824224151075112"," ","100"," "
"1074",1055,"S92000003","C53","Cervix uteri","Female"," ",1999,0,0,0,2,9,17,44,32,44,33,17,18,12,16,25,24,11,5,4,313,0,0,0,1.27351221934974,5.81185100997055,9.60077709819336,21.5847101762097,15.6108222024919,23.7792850001351,19.6693170574702,9.97447707337108,12.4574370899427,8.71586287042417,12.3297910871023,21.446157277539,23.1971467509496,17.5173182578231,11.7475682533716,18.5434147698299,11.8766873528458,10.5972435515656,13.2680389212514,12.0407781680722,"10.7361980486466"," ","13.4190790715577"," ",8.72047188847672,"7.71890528209896"," ","9.78224815366531"," ","100"," "
"1075",1056,"S92000003","C53","Cervix uteri","Female"," ",2000,0,0,0,0,3,21,39,41,41,25,25,14,20,15,19,22,11,4,2,302,0,0,0,0,1.92771084337349,12.3785721022352,19.54005711709,19.7370637988552,21.6211655390262,14.8397015439225,14.3444033875743,9.64047899408488,14.5026322277493,11.6072119476902,16.2507056227441,21.924142467064,16.6311365113923,9.37448733272399,8.94774516821761,11.4784641966937,10.2202524682265,12.848808222173,11.5370039678849,"10.2658272314932"," ","12.8813039357562"," ",8.39349305167478,"7.42074887073956"," ","9.42527752275399"," ","100"," "
"1076",1057,"S92000003","C53","Cervix uteri","Female"," ",2001,0,0,0,0,6,21,42,39,33,27,27,24,21,17,21,17,7,7,0,309,0,0,0,0,3.80503024999049,12.9818748299993,21.3138463880642,18.7012688091607,16.9814233520301,15.7910435540375,15.2589787787165,16.1988134369157,15.3364152224876,13.1569782290707,17.9582342779935,17.0988312445938,10.122042917462,16.3826998689384,0,11.7469635619835,10.4735655600757,13.1324931840355,11.8413024586014,"10.5511413489684"," ","13.2048025187154"," ",8.76327315517943,"7.76110466681324"," ","9.82541316701436"," ","100"," "
"1077",1058,"S92000003","C53","Cervix uteri","Female"," ",2002,0,0,0,0,11,19,31,35,43,29,20,22,13,19,18,16,8,6,2,292,0,0,0,0,6.8073940676655,12.3621458082566,16.0913573838567,16.7687162829026,21.740339452649,16.5290198291241,11.7622842355986,13.8544277491593,9.48662750392235,14.7522400111806,15.2697658635901,16.309555360747,11.0369184923569,14.4770177343467,8.6333419666753,11.1011209470929,9.86422403662595,12.4502135762065,11.1485266186711,"9.90130859445466"," ","12.4686574345216"," ",8.35123721543549,"7.36154284592686"," ","9.40244473665767"," ","100"," "
"1078",1059,"S92000003","C53","Cervix uteri","Female"," ",2003,0,0,0,1,6,21,39,38,21,28,15,14,19,18,19,12,11,5,0,267,0,0,0,0.633701513912917,3.65234541448033,14.0827124645417,20.9686438126371,18.3176669076886,10.4154783928421,15.5633372241676,8.95527734493937,8.51483101101454,13.6877746560046,13.8737947140842,16.1023772193737,12.2950819672131,14.6656889540697,12.6668862260279,0,10.1505011382247,8.96936822586412,11.4439257190685,10.1808989559528,"8.99143609851196"," ","11.4431782366583"," ",7.70204876904422,"6.74473613835221"," ","8.72196513207427"," ","100"," "
