tweet_id,user_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_type,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_location
279,3250721351,15/05/19 08:17,CodeClanScot,We had a wonderful evening in sunny Edinburgh with some very talented developers @CodeClanScot @seanmtracey @rcruicks @yaminigrao see you again soon #AI #chatbots #watson @IBMcloud _______ _ https://t.co/NrSNVrR4gD,Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,7,NA,NA,NA,NA,NA,NA,NA,NA,Twitter for iPhone,14,7,9.72E+17,"London, England"
278,3250721351,14/05/19 13:25,CodeClanScot,"This episode coming out one year to the day that I started @CodeClanScot seems fitting _ Check it out to hear me talking about changing careers and writing my first ""Hello, World"" _ https://t.co/OdDJiUls4J",Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,2,NA,NA,NA,NA,NA,NA,NA,NA,Twitter for Android,7,2,19886896,
277,3250721351,14/05/19 13:24,CodeClanScot,@GillianDoc Thank you Gillian! _,Twitter Web App,20,1.13E+18,52017609,GillianDoc,FALSE,FALSE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,3250721351,14/05/19 13:24,CodeClanScot,Brilliant well done @CodeClanScot https://t.co/NoUX0WvvSX,Twitter Web App,73,NA,NA,NA,FALSE,TRUE,0,2,NA,NA,NA,NA,twitter.com/CodeClanScot/s?,https://t.co/NoUX0WvvSX,https://twitter.com/CodeClanScot/status/1128253511437832192,NA,Twitter for iPhone,8,2,52017609,Scotland
275,3250721351,14/05/19 13:23,CodeClanScot,We are so proud of our Edinburgh mums at the @CODECLAN #techmumsClub https://t.co/LajeskXlvv,Twitter Web App,108,NA,NA,NA,FALSE,TRUE,0,4,NA,NA,techmumsClub,NA,twitter.com/CodeClanScot/s?,https://t.co/LajeskXlvv,https://twitter.com/CodeClanScot/status/1128253511437832192,NA,Twitter for iPhone,12,4,1875634988,"London, England"
274,3250721351,14/05/19 10:59,CodeClanScot,"It's the last week of learning for our first group of #TechMums! Today they're getting an introduction to the basics of coding, and then they'll be graduating next week! _____ @TechmumsHQ https://t.co/7l6lyrCoU7",Twitter Web App,187,NA,NA,NA,FALSE,FALSE,14,3,NA,NA,TechMums,NA,NA,NA,NA,photo,NA,NA,NA,NA,NA
273,3250721351,14/05/19 10:52,CodeClanScot,Last few remaining spaces left for our web accessibility &amp; inclusive design event at CodeClan Edinburgh this Wednesday. #a11yScotland #UX #inclusiveDesign https://t.co/UEXXDoZY3B,Twitter Web App,144,NA,NA,NA,FALSE,TRUE,0,6,NA,NA,NA,NA,NA,NA,NA,NA,Twitter Web App,5,6,20244617,Edinburgh
272,3250721351,14/05/19 10:44,CodeClanScot,"@shamblesmiller @CODECLAN Thank you for sharing, and glad to hear you enjoyed your time with us _",Twitter Web App,71,1.13E+18,19886896,shamblesmiller,FALSE,FALSE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,3250721351,14/05/19 10:42,CodeClanScot,"A year ago I started at @codeclan with these brilliant people. Now I'm a full-time software engineer, way sleepier, and way happier. I'm not exaggerating when I say this was one of the best and most meaningful decisions I've ever made. Thanks for taking a risk, past me. {G6}4LYF! https://t.co/Sl9wXwxUAk",Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,1,NA,NA,NA,NA,NA,NA,NA,NA,Twitter for Android,25,1,19886896,
270,3250721351,14/05/19 09:30,CodeClanScot,"Looking for a new, exciting and fast-paced career? See how we can help at our Edinburgh Informational Evening this Thursday. Book your seat here https://t.co/KzIQs8yk9V https://t.co/kW8XlwYFMD",Twitter Web App,168,NA,NA,NA,FALSE,FALSE,2,1,NA,NA,NA,NA,bit.ly/2Ys7VsI,https://t.co/KzIQs8yk9V,https://bit.ly/2Ys7VsI,photo,NA,NA,NA,NA,NA
269,3250721351,14/05/19 08:21,CodeClanScot,"For #MentalHealthAwarenessWeek, we asked our alumni how they keep a positive outlook through stressful situations. Gain some insight and tips here- https://t.co/MkBNxcwjFZ https://t.co/1FPTbf4BzH",Twitter Web App,171,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,MentalHealthAwarenessWeek,NA,bit.ly/2VWCOrD,https://t.co/MkBNxcwjFZ,https://bit.ly/2VWCOrD,photo,NA,NA,NA,NA,NA
268,3250721351,13/05/19 11:47,CodeClanScot,Welcome to #Edinburgh Cohort 31 to the campus today __________!! #CodeClanLife #techlife #codenewbie https://t.co/K4uXxZHMB6,Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,3,NA,NA,"c(""Edinburgh"", ""CodeClanLife"", ""techlife"", ""codenewbie"")",NA,NA,NA,NA,photo,Twitter for Android,14,3,7.84E+17,"Edinburgh, Scotland"
267,3250721351,13/05/19 08:20,CodeClanScot,"Try some #coding of your own this Saturday with @CodeClanScot in #Inverness! For more information, visit: https://t.co/enladg1qwW https://t.co/zTbaFQV2mb",Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,2,NA,NA,"c(""coding"", ""Inverness"")",NA,NA,NA,NA,NA,Hootsuite Inc.,5,2,311971607,Scotland
266,3250721351,10/05/19 12:21,CodeClanScot,On my way to @CodeClanScot to give a talk on awareness around secure coding. I love giving and sharing this kind of information/talk!,Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,1,NA,NA,NA,NA,NA,NA,NA,NA,Twitter for Android,10,1,9.16E+17,"Scotland, United Kingdom"
265,3250721351,10/05/19 10:31,CodeClanScot,Congratulations to everyone who picked up awards yesterday at the Digital Technology Awards! https://t.co/3qc0qXmUYk https://t.co/zzFseYZgWj,Twitter Web App,116,NA,NA,NA,FALSE,FALSE,5,0,NA,NA,NA,NA,bit.ly/2WzweUY,https://t.co/3qc0qXmUYk,https://bit.ly/2WzweUY,photo,NA,NA,NA,NA,NA
264,3250721351,10/05/19 08:42,CodeClanScot,Congrats to all the winners of the #DigitalTech2019 awards last night- especially @DataLabScotland who were shortlisted alongside us for Best Training Programme _ It was also lovely to see many of our own students that went on to work for a number of companies at the event. __ https://t.co/FzhMRLFpP1,Twitter Web App,277,NA,NA,NA,FALSE,FALSE,34,4,NA,NA,DigitalTech2019,NA,NA,NA,NA,photo,NA,NA,NA,NA,NA
263,3250721351,09/05/19 20:23,CodeClanScot,@CodeClanScot is nominated to the Best Training Program at #DigitalTech2019 https://t.co/h6ODhLDoZh,Twitter Web App,112,NA,NA,NA,FALSE,TRUE,0,3,NA,NA,DigitalTech2019,NA,NA,NA,NA,photo,Twitter for iPhone,11,3,20675937,"Edinburgh, UK"
262,3250721351,09/05/19 20:17,CodeClanScot,Congratulations to The Data Lab! __ https://t.co/Rkp8kPMX20,Twitter Web App,35,NA,NA,NA,TRUE,FALSE,3,0,NA,NA,NA,NA,twitter.com/scotlandis/sta?,https://t.co/Rkp8kPMX20,https://twitter.com/scotlandis/status/1126581019476463616,NA,NA,NA,NA,NA,NA
261,3250721351,09/05/19 20:12,CodeClanScot,It's amazing to bump into some of our students at #DigitalTech2019 awards! With @colin_riddell we listened to some amazing stories from Laura and Andy from @airtsltd https://t.co/Vgi7ldcnXL,Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,3,NA,NA,DigitalTech2019,NA,NA,NA,NA,NA,Twitter for iPhone,14,3,20675937,"Edinburgh, UK"
260,3250721351,09/05/19 19:26,CodeClanScot,We're loving it at table 27. Up your game 22 @MaMChannel @CodeClanScot #DigitalTech2019 https://t.co/SIpKRkuU11 https://t.co/UHN5gJafip,Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,3,NA,NA,DigitalTech2019,NA,NA,NA,NA,photo,Twitter for Android,8,3,13244352,"Edinburgh, Scotland"
259,3250721351,09/05/19 18:02,CodeClanScot,We're loving it at table 27. Up your game 22 @MaMChannel @CodeClanScot #DigitalTech2019 https://t.co/SIpKRkuU11,Twitter Web App,133,NA,NA,NA,FALSE,TRUE,0,1,NA,NA,DigitalTech2019,NA,NA,NA,NA,photo,Twitter for Android,11,1,13244352,"Edinburgh, Scotland"
258,3250721351,09/05/19 18:02,CodeClanScot,#DigitalTech2019 We're off to a great start with @pollyp opening the night! https://t.co/e6bbERNIHq,Twitter Web App,75,NA,NA,NA,FALSE,FALSE,8,1,NA,NA,DigitalTech2019,NA,NA,NA,NA,photo,NA,NA,NA,NA,NA
257,3250721351,09/05/19 15:50,CodeClanScot,"Robert made a huge transition from the oil &amp; gas industry into the world of start-ups and tech. Read his story of why he chose to learn to code, and see where he is now- https://t.co/OJh3A0iZli https://t.co/RgRnpsMXd9",Twitter Web App,197,NA,NA,NA,FALSE,FALSE,10,0,NA,NA,NA,NA,bit.ly/2vM14xF,https://t.co/OJh3A0iZli,https://bit.ly/2vM14xF,photo,NA,NA,NA,NA,NA
256,3250721351,09/05/19 15:12,CodeClanScot,We're delighted to be taking part in this event tonight! Best of luck to all nominees __#DigitalTech2019 https://t.co/rioWMX2O5r,Twitter Web App,104,NA,NA,NA,TRUE,FALSE,4,0,NA,NA,DigitalTech2019,NA,twitter.com/scotlandis/sta?,https://t.co/rioWMX2O5r,https://twitter.com/scotlandis/status/1126493730591191041,NA,NA,NA,NA,NA,NA
255,3250721351,09/05/19 11:48,CodeClanScot,Our information lunch is a GO! Join us at our next one here: https://t.co/LkU5V4xYrq https://t.co/bcCsQWMdf2,Twitter for iPhone,84,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,NA,NA,bit.ly/2QuAUaU,https://t.co/LkU5V4xYrq,https://bit.ly/2QuAUaU,photo,NA,NA,NA,NA,NA
254,3250721351,09/05/19 11:44,CodeClanScot,"Last week, we joined @CodeClanScot for the launch of their Highland Campus at the new Wasps Inverness Creative Academy with @KateForbesMSP. We can?t wait to be part of this exciting journey - watch this space for updates! Supported by @cityregiondeal. https://t.co/jQ9Bky3n9A",Twitter for iPhone,140,NA,NA,NA,FALSE,TRUE,0,7,NA,NA,NA,NA,NA,NA,NA,NA,Hootsuite Inc.,15,7,311971607,Scotland
253,3250721351,09/05/19 08:16,CodeClanScot,@gezthepez88 Hi there! We have a new Data Analysis course starting this 1st July. You can view the course details and curriculum here: https://t.co/Thk3kiWzb0,Twitter Web App,145,1.13E+18,548565515,gezthepez88,FALSE,FALSE,0,0,NA,NA,NA,NA,bit.ly/2EXMzuV,https://t.co/Thk3kiWzb0,https://bit.ly/2EXMzuV,NA,NA,NA,NA,NA,NA
252,3250721351,09/05/19 08:00,CodeClanScot,"""The course itself was intense, but also incredibly fun! It allowed me to challenge myself daily, be creative, solve problems and learn new skills. Plus, I got to share the journey with a lovely group of like minded students and friendly instructors!"" -Ally, G10 graduate https://t.co/nrSb9CIqHV",Hootsuite Inc.,271,NA,NA,NA,FALSE,FALSE,6,2,NA,NA,NA,NA,NA,NA,NA,photo,NA,NA,NA,NA,NA
251,3250721351,08/05/19 10:51,CodeClanScot,Fancy trying something new? Try something different with @CodeClanScot - come down to the brand new Wasps Studio in Inverness for a free Saturday code-along session! Sign up today: https://t.co/PHJQi6WF6R https://t.co/cMwAqdUXRU,Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,5,NA,NA,NA,NA,NA,NA,NA,NA,Hootsuite Inc.,5,5,311971607,Scotland
250,3250721351,08/05/19 09:30,CodeClanScot,"Since graduating from CodeClan, Richard now works as a Product Manager at neu, a digital product studio in Glasgow. Read his story and then meet him at our AMA event this 16th May- https://t.co/04XduXEUUE https://t.co/nEV5pZleLR",Twitter Web App,204,NA,NA,NA,FALSE,FALSE,4,0,NA,NA,NA,NA,bit.ly/2XVhZdj,https://t.co/04XduXEUUE,https://bit.ly/2XVhZdj,photo,NA,NA,NA,NA,NA
249,3250721351,08/05/19 08:09,CodeClanScot,Based in #Inverness? Check out the free code-along session this Saturday with @CodeClanScot #ScotlandCANDO https://t.co/wUJ4WberRq,Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,4,NA,NA,"c(""Inverness"", ""ScotlandCANDO"")",NA,NA,NA,NA,NA,Twitter for Android,8,4,2999637711,"Scotland, United Kingdom"
248,3250721351,07/05/19 14:56,CodeClanScot,Have you heard of our Client Xperience programme? More than 100 of our grads have volunteered their time to build digital solutions for charitable organisations. Find out more https://t.co/h1hjXenH7J https://t.co/LHgkTjKwR2,Twitter Web App,199,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,bit.ly/2Wps7dY,https://t.co/h1hjXenH7J,https://bit.ly/2Wps7dY,photo,NA,NA,NA,NA,NA
247,3250721351,07/05/19 14:48,CodeClanScot,@IntoWork57 Thank you! _____,Twitter Web App,16,1.13E+18,2414055145,IntoWork57,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,3250721351,07/05/19 14:30,CodeClanScot,Looking for a more interesting and fast-paced career? Join us at our lunchtime informational event this Thursday in #Edinburgh and see how #coding can make you love your day job. Find out more and book your spot here https://t.co/IZDa9riQeQ https://t.co/jUS0h1iKmR,Twitter Web App,240,NA,NA,NA,FALSE,FALSE,2,1,NA,NA,"c(""Edinburgh"", ""coding"")",NA,bit.ly/2vy6QDb,https://t.co/IZDa9riQeQ,https://bit.ly/2vy6QDb,photo,NA,NA,NA,NA,NA
245,3250721351,07/05/19 08:54,CodeClanScot,"Good luck to the #DigitalTech2019 shortlisted companies of Best Training Programme: @cortexww , @DataLabScotland and @CodeClanScot . We're delighted to have @GA_Dundee sponsoring this award. https://t.co/1Wv5lfsq2W",Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,6,NA,NA,DigitalTech2019,NA,NA,NA,NA,NA,Hootsuite Inc.,9,6,39978805,Scotland
244,3250721351,07/05/19 08:34,CodeClanScot,"This time next week, I'll be getting ready to run the next @IBMDeveloperUK Edinburgh meetup @CodeClanScot. If you're curious about how to build chatbots, join us! We'll have code, drinks, and pizza - and definitely NO ROGUE AIs (probably _) _____ https://t.co/QYDrRbIh01",Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,3,NA,NA,NA,NA,NA,NA,NA,NA,Twitter Web App,7,3,42671737,Mostly London
243,3250721351,06/05/19 12:07,CodeClanScot,@DChisholmHIE @moraychamber @morayeconomy Thank you for your support Donna!,Twitter Web App,33,1.13E+18,9.57E+17,DChisholmHIE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,3250721351,06/05/19 12:06,CodeClanScot,Welcome to CodeClan the digital skills academy now teaching here in the North. First immersive course starts 12 August so open for sign-ups from businesses and students. @moraychamber @morayeconomy @CodeClanScot https://t.co/cheTShElDT,Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,3,NA,NA,NA,NA,NA,NA,NA,NA,Twitter for Android,6,3,9.57E+17,"Forres, Scotland"
241,3250721351,06/05/19 11:52,CodeClanScot,Today I welcome #luckyG13 to our #Glasgow campus for day one of 16weeks _________. #CodeClanLife #glasgowlife #tech @CodeClanScot https://t.co/Ke90sZvkxM,Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,2,NA,NA,"c(""luckyG13"", ""Glasgow"", ""CodeClanLife"", ""glasgowlife"", ""tech"")",NA,NA,NA,NA,NA,Twitter for Android,11,2,7.84E+17,"Edinburgh, Scotland"
240,3250721351,06/05/19 09:36,CodeClanScot,_There's still spots available for tomorrow's info session in #Glasgow!_ Learn how you can change your career through learning to code at this free evening event. Book your spot now: https://t.co/dcpAGuPK2n https://t.co/HKkj7dsniU,Twitter Web App,206,NA,NA,NA,FALSE,FALSE,1,1,NA,NA,Glasgow,NA,bit.ly/2H597eb,https://t.co/dcpAGuPK2n,https://bit.ly/2H597eb,photo,NA,NA,NA,NA,NA
239,3250721351,03/05/19 12:33,CodeClanScot,"It?s E28?s graduation, we can?t believe how fast it?s gone by! Enjoy celebrating with your coursemates- you?ve all earned it _ #codeclanlife https://t.co/hcCyt4r9p0",Twitter for iPhone,141,NA,NA,NA,FALSE,FALSE,8,3,NA,NA,codeclanlife,NA,NA,NA,NA,photo,NA,NA,NA,NA,NA
238,3250721351,03/05/19 12:30,CodeClanScot,"Special thanks to @kelseyg for coming in to speak to and inspire our new graduates, E28! https://t.co/d65Ruv3Tqo",Twitter for iPhone,88,NA,NA,NA,FALSE,FALSE,3,0,NA,NA,NA,NA,NA,NA,NA,photo,NA,NA,NA,NA,NA
237,3250721351,03/05/19 10:38,CodeClanScot,"Ready for our 2nd #WebVR workshop at @CodeClanScot in #Glasgow_ https://t.co/bmX1EWscnu HUGE thanks to @TheHappyLass for helping me organise this event! Bring your friends, we look forward to seeing you there! ____________ @aframevr #WXRWS #WebXR #VR #WomenInXR #WorldChangingGlasgow https://t.co/lwLAslCHGH",Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,2,NA,NA,"c(""WebVR"", ""Glasgow"")",NA,meetup.com/WebXR-Workshop?,https://t.co/bmX1EWscnu,https://www.meetup.com/WebXR-Workshops-Scotland/events/261131493/,NA,Twitter Web Client,4,2,8.67E+17,"Edinburgh, UK"
236,3250721351,03/05/19 09:56,CodeClanScot,Be at the forefront of data with our new full time Data Analysis course! Become trained in sought-after skills and be an asset to businesses in any sector. Read more here https://t.co/Thk3kiWzb0 https://t.co/wwsI7WXNSA,Twitter Web App,194,NA,NA,NA,FALSE,FALSE,3,0,NA,NA,NA,NA,bit.ly/2EXMzuV,https://t.co/Thk3kiWzb0,https://bit.ly/2EXMzuV,photo,NA,NA,NA,NA,NA
235,3250721351,03/05/19 08:15,CodeClanScot,When designing for inclusivity you should be considering a broad range of abilities that may affect how someone is able to access the web. Join us at Edinburgh's @CodeClanScot for a night of talks and open discussion on accessibility: https://t.co/7RuC0PseiZ https://t.co/zIqSiGVBK1,Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,11,NA,NA,NA,NA,NA,NA,NA,NA,Twitter Web Client,17,11,16667294,London Edinburgh Cheltenham
234,3250721351,02/05/19 15:43,CodeClanScot,@Klostarinthesky Most welcome! So happy to see you get this started! _,Twitter Web Client,53,1.12E+18,1543478622,Klostarinthesky,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,3250721351,02/05/19 15:41,CodeClanScot,"CoderDojo is a fantastic initiative and one we're delighted to support on our campuses. Do you know a Fife-based business, club, community centre, library or anyone who can help @Klostarinthesky with a potential venue? https://t.co/WFHutNIevt",Twitter Web Client,218,NA,NA,NA,TRUE,FALSE,8,6,NA,NA,NA,NA,twitter.com/Klostarinthesk?,https://t.co/WFHutNIevt,https://twitter.com/Klostarinthesky/status/1123970969796796416,NA,NA,NA,NA,NA,NA
232,3250721351,01/05/19 15:45,CodeClanScot,Digital Economy Minister @KateForbesMSP launches new @CodeClanScot campus in Inverness. The campus will help those who live outside the central belt access important digital skills training and create the opportunities which are important for our economy. @CodeClanScot https://t.co/ZMLAHfR4v1,Twitter Web App,139,NA,NA,NA,FALSE,TRUE,0,8,NA,NA,NA,NA,NA,NA,NA,NA,Twitter for Android,28,8,480405720,Scotland
231,3250721351,01/05/19 15:38,CodeClanScot,Did you book your spot at one of our info sessions next week? Join us in Glasgow or Edinburgh and speak to our staff and instructors about how our course can help you take on a new career. 7th May- Glasgow: https://t.co/93duuhxrxh 9th May- Edinburgh: https://t.co/IZDa9riQeQ https://t.co/vFfFSCjglD,Twitter Web App,275,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,NA,NA,"c(""bit.ly/2GY1p77"", ""bit.ly/2vy6QDb"")","c(""https://t.co/93duuhxrxh"", ""https://t.co/IZDa9riQeQ"")","c(""https://bit.ly/2GY1p77"", ""https://bit.ly/2vy6QDb"")",photo,NA,NA,NA,NA,NA
230,3250721351,01/05/19 08:58,CodeClanScot,"""I think part of how you?re able to learn so much within 16 weeks is because you are never comfortable. You?ll be consistently pushed, but the network within the class makes it feel like you all get there together."" Read our grad Richard's full story here: https://t.co/anXKMf1EQc https://t.co/ggiejQg9yk",Twitter Web App,280,NA,NA,NA,FALSE,FALSE,5,0,NA,NA,NA,NA,bit.ly/2ITNPnk,https://t.co/anXKMf1EQc,https://bit.ly/2ITNPnk,photo,NA,NA,NA,NA,NA
229,3250721351,30/04/19 14:24,CodeClanScot,"Changing career doesn't have a time limit. Join us this 16th May for an evening of drinks and chat on how our Professional Software Development course can help you dive into a new career, at any age. Book your free seat here: https://t.co/h56asZojpk https://t.co/kZogBUDTZo",Twitter Web App,249,NA,NA,NA,FALSE,FALSE,2,1,NA,NA,NA,NA,bit.ly/2WdBIEN,https://t.co/h56asZojpk,https://bit.ly/2WdBIEN,photo,NA,NA,NA,NA,NA
228,3250721351,30/04/19 10:39,CodeClanScot,"Please note that due to unforeseen circumstances, tonight's CoderDojo event in CodeClan Edinburgh has been cancelled. For events in the near future, please check out the CodeClan Edinburgh CoderDojo Eventbrite page here: https://t.co/SDXCX2vI7S",Twitter Web Client,244,NA,NA,NA,FALSE,FALSE,0,1,NA,NA,NA,NA,eventbrite.co.uk/o/codeclan-edi?,https://t.co/SDXCX2vI7S,https://www.eventbrite.co.uk/o/codeclan-edinburgh-coderdojo-17593478260,NA,NA,NA,NA,NA,NA
227,3250721351,30/04/19 10:15,CodeClanScot,"""I think that being creative and working with tech is really intertwined. Coding is inherently creative _ when you approach each problem, you have complete freedom in how to approach it"". Read Richards story on learning to code here https://t.co/anXKMf1EQc https://t.co/pxPuOvu7LJ",Twitter Web App,256,NA,NA,NA,FALSE,FALSE,5,4,NA,NA,NA,NA,bit.ly/2ITNPnk,https://t.co/anXKMf1EQc,https://bit.ly/2ITNPnk,photo,NA,NA,NA,NA,NA
226,3250721351,30/04/19 09:21,CodeClanScot,What steps can you take to make sure you and your family are safe online? This week our #TechMums are exploring different ways to keep the internet secure and protect important information. https://t.co/zWx5YweRHF,Twitter Web App,189,NA,NA,NA,FALSE,FALSE,1,1,NA,NA,TechMums,NA,NA,NA,NA,photo,NA,NA,NA,NA,NA
225,3250721351,29/04/19 15:56,CodeClanScot,Digital Economy Minister @KateForbesMSP visited @Origo_Services HQ in Edinburgh today where she met with some of the apprentices and staff that have been recruited from specialist digital academy @CodeClanScot. https://t.co/99K8yGqzec,Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,8,NA,NA,NA,NA,NA,NA,NA,NA,Twitter for iPhone,26,8,480405720,Scotland
224,3250721351,29/04/19 08:25,CodeClanScot,@KateForbesMSP spoke at our @CodeClanScot Highlands campus opening in Inverness. It is wonderful to find so many keen and helpful people in here. I am very excited to move here and teach the first Inverness cohort this September! Yay! https://t.co/DrzqODdYOk,Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,5,NA,NA,NA,NA,NA,NA,NA,NA,Twitter Web Client,13,5,20675937,"Edinburgh, UK"
223,3250721351,29/04/19 08:24,CodeClanScot,Thanks @CodeClanScot for a really good course (intro to R). I was so worried about using code but this has really helped. Thanks Theo - brilliant teacher. https://t.co/NMje9ceh7f,Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,1,NA,NA,NA,NA,NA,NA,NA,NA,Twitter for iPhone,6,1,9.41E+17,"North East, England"
222,3250721351,29/04/19 08:24,CodeClanScot,@Taniastablets Thank you for your kind words Tania!,Twitter Web App,36,1.12E+18,9.41E+17,Taniastablets,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,3250721351,26/04/19 15:34,CodeClanScot,"We have some new graduates this Friday! Congrats G11 on all your hardwork, you've come so far since your first day with us _ https://t.co/bc9b6AmRte",Twitter Web App,124,NA,NA,NA,FALSE,FALSE,11,1,NA,NA,NA,NA,NA,NA,NA,photo,NA,NA,NA,NA,NA
220,3250721351,26/04/19 15:07,CodeClanScot,CodeClan Launches Client Xperience Programme Following Successful Pilot https://t.co/aXLRzv2c18 via @digitfyi,Twitter Web App,121,NA,NA,NA,FALSE,TRUE,0,2,NA,NA,NA,NA,digit.fyi/codeclan-clien?,https://t.co/aXLRzv2c18,https://digit.fyi/codeclan-client-xperience-programme/,NA,Twitter Web Client,5,2,310948863,"Scotland, UK"
219,3250721351,26/04/19 15:06,CodeClanScot,@SNH_Maps It was great to have your support there. Thank you!,Twitter Web App,51,1.12E+18,8.12E+17,SNH_Maps,FALSE,FALSE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,3250721351,26/04/19 15:05,CodeClanScot,Great to be invited to the launch of CodeClan Highlands last night in Inverness - good evening. Exciting to be part of it. https://t.co/Od9WMl2BVc,Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,1,NA,NA,NA,NA,NA,NA,NA,NA,Twitter Web App,8,1,8.12E+17,"Scotland, United Kingdom"
217,3250721351,26/04/19 11:25,CodeClanScot,"It's _ Speed Networking _ day for Cohort E28 in Edinburgh. Great to see our partners in, and especially exciting to welcome back a few CodeClan grads, this time on the hiring side of the table. Good luck everyone! #CodeClanLife https://t.co/799yZx29iw",Twitter Web Client,227,NA,NA,NA,FALSE,FALSE,4,0,NA,NA,CodeClanLife,NA,NA,NA,NA,photo,NA,NA,NA,NA,NA
216,3250721351,26/04/19 10:53,CodeClanScot,It's #graduation day today for G11 in @CodeClanScot _________!! It's been a quick 16weeks _. #codeclanlife #glasgowlife #techlife,Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,2,NA,NA,"c(""graduation"", ""codeclanlife"", ""glasgowlife"")",NA,NA,NA,NA,NA,Twitter for Android,11,2,7.84E+17,"Edinburgh, Scotland"
215,3250721351,26/04/19 10:41,CodeClanScot,Learning by drawing in action. __ Mob diagramming. #codeclanlife @CodeClanScot https://t.co/I7OzeBqbJJ,Twitter Web App,116,NA,NA,NA,FALSE,TRUE,0,1,NA,NA,codeclanlife,NA,NA,NA,NA,photo,Twitter for Android,7,1,2714263195,
214,3250721351,26/04/19 10:41,CodeClanScot,Great launch in Inverness last night - so delighted Minister @KateForbesMSP could join us. We met lots of great employers and looking forward to sold-out Info/Taster session tomorrow @CodeClanScot https://t.co/rjBi32TAjG,Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,7,NA,NA,NA,NA,NA,NA,NA,NA,Twitter Web Client,24,7,7.38E+17,"Scotland, United Kingdom"
213,3250721351,25/04/19 15:57,CodeClanScot,"Work done, off to @CodeClanScot launch party, celebrating their new #Inverness location at @waspsstudios #CodeClanScot https://t.co/HRRraW7xht",Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,1,NA,NA,"c(""Inverness"", ""CodeClanScot"")",NA,NA,NA,NA,NA,Twitter Web Client,7,1,14327356,"Inverness, Scotland"
212,3250721351,25/04/19 15:44,CodeClanScot,Congratulations to everyone in e29 on today's #fullstack #javascript project presentations. Very proud to be counted amongst such talented #softwaredevelopers! @CodeClanScot #codeclanlife https://t.co/oRCZw1vKLa,Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,5,NA,NA,"c(""fullstack"", ""javascript"")",NA,NA,NA,NA,NA,Twitter for Android,12,5,1.11E+18,"Edinburgh, Scotland"
211,3250721351,25/04/19 13:08,CodeClanScot,"It's #JS project week for cohort E29 in Edinburgh this week, and we've seen some great ideas coded into working software in the space of a few days. Well done to everyone involved! #JavaScript #coding https://t.co/ovbDhfN1r6",Twitter Web Client,200,NA,NA,NA,FALSE,FALSE,10,0,NA,NA,"c(""JS"", ""JavaScript"", ""coding"")",NA,NA,NA,NA,photo,NA,NA,NA,NA,NA
